0.919071,-1.462011
-1.135835,0.215564
-2.830257,2.375950
0.617559,-1.553312
0.535239,-1.460217
-2.516048,1.782396
0.528604,-1.384854
0.592575,-1.567637
0.680951,-1.610556
0.530880,-1.583046
0.313255,-1.211894
0.655967,-1.624880
0.657892,-1.707560
-1.255241,0.640532
-2.741003,1.933832
0.564433,-1.460078
0.700827,-1.624910
0.443915,-1.446392
0.331747,-1.299719
-1.526144,0.796799
0.650206,-1.739895
-3.406712,3.052910
0.222377,-1.209449
0.665578,-1.675225
-0.117428,-1.032453
-2.817666,2.656465
0.761640,-1.685809
0.637436,-1.567667
0.547407,-1.567284
-3.150738,2.906819
-2.486358,2.055350
-0.498032,-0.476435
0.315997,-0.969184
0.513231,-1.449524
0.761640,-1.685809
-1.611286,0.875654
0.746268,-1.750479
0.612927,-1.515210
-1.798390,1.237812
0.721284,-1.764804
0.577203,-1.632307
0.600261,-1.535302
-3.147053,2.807290
0.753954,-1.718144
0.594847,-1.624458
0.347929,-1.241556
-1.739041,0.831525
0.657892,-1.707560
0.420698,-1.301721
-0.011256,-0.967719
-0.702581,0.004233
-1.165095,0.525240
-2.133976,1.653331
0.577203,-1.632307
0.577203,-1.632307
-0.769391,-0.292492
-0.365082,-0.310025
0.680951,-1.610556
0.340742,-1.356363
0.582182,-1.644550
-2.655464,2.272074
0.577203,-1.632307
0.746268,-1.750479
0.650206,-1.739895
0.625592,-1.495118
0.561830,-1.696977
-1.626901,0.933050
-1.751809,0.929721
-1.735447,0.950515
0.514158,-1.549204
-2.471794,2.210678
-0.738194,-0.329613
0.480561,-1.496183
0.736656,-1.700134
-0.814929,-0.116312
0.397552,-1.387599
0.657892,-1.707560
-1.357369,0.805608
0.713597,-1.797139
0.648127,-1.722048
0.680951,-1.610556
0.738581,-1.782814
0.629749,-1.600002
0.600261,-1.535302
-2.791165,2.431171
0.490881,-1.527171
-0.384347,-0.430572
-1.695888,1.129530
0.535819,-1.585756
0.761640,-1.685809
0.761640,-1.685809
-0.429277,-0.653925
0.601159,-1.492437
0.428463,-1.507056
-1.853849,1.455717
0.590471,-1.443712
-1.656046,0.642794
-1.108883,0.428034
0.665578,-1.675225
0.672662,-1.729156
0.577203,-1.632307
0.463920,-1.419825
0.536923,-1.527413
-0.566514,-0.606754
0.761640,-1.685809
-2.219634,1.630918
0.730895,-1.815149
0.738581,-1.782814
0.656416,-1.603448
-2.463827,2.149890
0.817346,-1.775388
0.415719,-1.289479
-0.297187,-0.550268
0.695774,-1.763743
0.778914,-1.937062
0.433145,-1.266567
0.486247,-1.532244
0.544903,-1.419864
-0.206670,-0.849753
-2.641935,2.301217
-1.610395,0.809242
0.665578,-1.675225
-1.136118,0.644855
0.498118,-1.516269
-2.096778,1.662202
-0.781071,-0.280846
0.689511,-1.768598
0.761640,-1.685809
0.761640,-1.685809
0.592575,-1.567637
-2.190339,1.644690
0.204589,-1.195641
0.584889,-1.599972
-3.238949,2.990329
0.432542,-1.374270
0.655967,-1.624880
-2.781886,2.566571
0.245156,-1.128679
-2.141851,1.647924
0.665578,-1.675225
